# big5	font	index
CBB8	STDFONT	5801
CBB9	STDFONT	5802
CBBA	STDFONT	5803
CBBB	STDFONT	5804
CBBC	STDFONT	5805
CBBD	STDFONT	5806
CBBE	STDFONT	5807
CBBF	STDFONT	5808
CBC0	STDFONT	5809
CBC1	STDFONT	5810
CBC2	STDFONT	5811
CBC3	STDFONT	5812
CBC4	STDFONT	5813
CBC5	STDFONT	5814
CBC6	STDFONT	5815
CBC7	STDFONT	5816
CBC8	STDFONT	5817
CBC9	STDFONT	5818
CBCA	STDFONT	5819
CBCB	STDFONT	5820
CBCC	STDFONT	5821
CBCD	STDFONT	5822
CBCE	STDFONT	5823
CBCF	STDFONT	5824
CBD0	STDFONT	5825
CBD1	STDFONT	5826
CBD2	STDFONT	5827
CBD3	STDFONT	5828
CBD4	STDFONT	5829
CBD5	STDFONT	5830
CBD6	STDFONT	5831
CBD7	STDFONT	5832
CBD8	STDFONT	5833
CBD9	STDFONT	5834
CBDA	STDFONT	5835
CBDB	STDFONT	5836
CBDC	STDFONT	5837
CBDD	STDFONT	5838
CBDE	STDFONT	5839
CBDF	STDFONT	5840
CBE0	STDFONT	5841
CBE1	STDFONT	5842
CBE2	STDFONT	5843
CBE3	STDFONT	5844
CBE4	STDFONT	5845
CBE5	STDFONT	5846
CBE6	STDFONT	5847
CBE7	STDFONT	5848
CBE8	STDFONT	5849
CBE9	STDFONT	5850
CBEA	STDFONT	5851
CBEB	STDFONT	5852
CBEC	STDFONT	5853
CBED	STDFONT	5854
CBEE	STDFONT	5855
CBEF	STDFONT	5856
CBF0	STDFONT	5857
CBF1	STDFONT	5858
CBF2	STDFONT	5859
CBF3	STDFONT	5860
CBF4	STDFONT	5861
CBF5	STDFONT	5862
CBF6	STDFONT	5863
CBF7	STDFONT	5864
CBF8	STDFONT	5865
CBF9	STDFONT	5866
CBFA	STDFONT	5867
CBFB	STDFONT	5868
CBFC	STDFONT	5869
CBFD	STDFONT	5870
CBFE	STDFONT	5871
CC40	STDFONT	5872
CC41	STDFONT	5873
CC42	STDFONT	5874
CC43	STDFONT	5875
CC44	STDFONT	5876
CC45	STDFONT	5877
CC46	STDFONT	5878
CC47	STDFONT	5879
CC48	STDFONT	5880
CC49	STDFONT	5881
CC4A	STDFONT	5882
CC4B	STDFONT	5883
CC4C	STDFONT	5884
CC4D	STDFONT	5885
CC4E	STDFONT	5886
CC4F	STDFONT	5887
CC50	STDFONT	5888
CC51	STDFONT	5889
CC52	STDFONT	5890
CC53	STDFONT	5891
CC54	STDFONT	5892
CC55	STDFONT	5893
CC56	STDFONT	5894
CC57	STDFONT	5895
CC58	STDFONT	5896
CC59	STDFONT	5897
CC5A	STDFONT	5898
CC5B	STDFONT	5899
CC5C	STDFONT	5900
CC5D	STDFONT	5901
CC5E	STDFONT	5902
CC5F	STDFONT	5903
CC60	STDFONT	5904
CC61	STDFONT	5905
CC62	STDFONT	5906
CC63	STDFONT	5907
CC64	STDFONT	5908
CC65	STDFONT	5909
CC66	STDFONT	5910
CC67	STDFONT	5911
CC68	STDFONT	5912
CC69	STDFONT	5913
CC6A	STDFONT	5914
CC6B	STDFONT	5915
CC6C	STDFONT	5916
CC6D	STDFONT	5917
CC6E	STDFONT	5918
CC6F	STDFONT	5919
CC70	STDFONT	5920
CC71	STDFONT	5921
CC72	STDFONT	5922
CC73	STDFONT	5923
CC74	STDFONT	5924
CC75	STDFONT	5925
CC76	STDFONT	5926
CC77	STDFONT	5927
CC78	STDFONT	5928
CC79	STDFONT	5929
CC7A	STDFONT	5930
CC7B	STDFONT	5931
CC7C	STDFONT	5932
CC7D	STDFONT	5933
CC7E	STDFONT	5934
CCA1	STDFONT	5935
CCA2	STDFONT	5936
CCA3	STDFONT	5937
CCA4	STDFONT	5938
CCA5	STDFONT	5939
CCA6	STDFONT	5940
CCA7	STDFONT	5941
CCA8	STDFONT	5942
CCA9	STDFONT	5943
CCAA	STDFONT	5944
CCAB	STDFONT	5945
CCAC	STDFONT	5946
CCAD	STDFONT	5947
CCAE	STDFONT	5948
CCAF	STDFONT	5949
CCB0	STDFONT	5950
CCB1	STDFONT	5951
CCB2	STDFONT	5952
CCB3	STDFONT	5953
CCB4	STDFONT	5954
CCB5	STDFONT	5955
CCB6	STDFONT	5956
CCB7	STDFONT	5957
CCB8	STDFONT	5958
CCB9	STDFONT	5959
CCBA	STDFONT	5960
CCBB	STDFONT	5961
CCBC	STDFONT	5962
CCBD	STDFONT	5963
CCBE	STDFONT	5964
CCBF	STDFONT	5965
CCC0	STDFONT	5966
CCC1	STDFONT	5967
CCC2	STDFONT	5968
CCC3	STDFONT	5969
CCC4	STDFONT	5970
CCC5	STDFONT	5971
CCC6	STDFONT	5972
CCC7	STDFONT	5973
CCC8	STDFONT	5974
CCC9	STDFONT	5975
CCCA	STDFONT	5976
CCCB	STDFONT	5977
CCCC	STDFONT	5978
CCCD	STDFONT	5979
CCCE	STDFONT	5980
CCCF	STDFONT	5981
CCD0	STDFONT	5982
CCD1	STDFONT	5983
CCD2	STDFONT	5984
CCD3	STDFONT	5985
CCD4	STDFONT	5986
CCD5	STDFONT	5987
CCD6	STDFONT	5988
CCD7	STDFONT	5989
CCD8	STDFONT	5990
CCD9	STDFONT	5991
CCDA	STDFONT	5992
CCDB	STDFONT	5993
CCDC	STDFONT	5994
CCDD	STDFONT	5995
CCDE	STDFONT	5996
CCDF	STDFONT	5997
CCE0	STDFONT	5998
CCE1	STDFONT	5999
CCE2	STDFONT	6000
CCE3	STDFONT	6001
CCE4	STDFONT	6002
CCE5	STDFONT	6003
CCE6	STDFONT	6004
CCE7	STDFONT	6005
CCE8	STDFONT	6006
CCE9	STDFONT	6007
CCEA	STDFONT	6008
CCEB	STDFONT	6009
CCEC	STDFONT	6010
CCED	STDFONT	6011
CCEE	STDFONT	6012
CCEF	STDFONT	6013
CCF0	STDFONT	6014
CCF1	STDFONT	6015
CCF2	STDFONT	6016
CCF3	STDFONT	6017
CCF4	STDFONT	6018
CCF5	STDFONT	6019
CCF6	STDFONT	6020
CCF7	STDFONT	6021
CCF8	STDFONT	6022
CCF9	STDFONT	6023
CCFA	STDFONT	6024
CCFB	STDFONT	6025
CCFC	STDFONT	6026
CCFD	STDFONT	6027
CCFE	STDFONT	6028
CD40	STDFONT	6029
CD41	STDFONT	6030
CD42	STDFONT	6031
CD43	STDFONT	6032
CD44	STDFONT	6033
CD45	STDFONT	6034
CD46	STDFONT	6035
CD47	STDFONT	6036
CD48	STDFONT	6037
CD49	STDFONT	6038
CD4A	STDFONT	6039
CD4B	STDFONT	6040
CD4C	STDFONT	6041
CD4D	STDFONT	6042
CD4E	STDFONT	6043
CD4F	STDFONT	6044
CD50	STDFONT	6045
CD51	STDFONT	6046
CD52	STDFONT	6047
CD53	STDFONT	6048
CD54	STDFONT	6049
CD55	STDFONT	6050
CD56	STDFONT	6051
CD57	STDFONT	6052
CD58	STDFONT	6053
CD59	STDFONT	6054
CD5A	STDFONT	6055
CD5B	STDFONT	6056
CD5C	STDFONT	6057
CD5D	STDFONT	6058
CD5E	STDFONT	6059
CD5F	STDFONT	6060
CD60	STDFONT	6061
CD61	STDFONT	6062
CD62	STDFONT	6063
CD63	STDFONT	6064
CD64	STDFONT	6065
CD65	STDFONT	6066
CD66	STDFONT	6067
CD67	STDFONT	6068
CD68	STDFONT	6069
CD69	STDFONT	6070
CD6A	STDFONT	6071
CD6B	STDFONT	6072
CD6C	STDFONT	6073
CD6D	STDFONT	6074
CD6E	STDFONT	6075
CD6F	STDFONT	6076
CD70	STDFONT	6077
CD71	STDFONT	6078
CD72	STDFONT	6079
CD73	STDFONT	6080
CD74	STDFONT	6081
CD75	STDFONT	6082
CD76	STDFONT	6083
CD77	STDFONT	6084
CD78	STDFONT	6085
CD79	STDFONT	6086
CD7A	STDFONT	6087
CD7B	STDFONT	6088
CD7C	STDFONT	6089
CD7D	STDFONT	6090
CD7E	STDFONT	6091
CDA1	STDFONT	6092
CDA2	STDFONT	6093
CDA3	STDFONT	6094
CDA4	STDFONT	6095
CDA5	STDFONT	6096
CDA6	STDFONT	6097
CDA7	STDFONT	6098
CDA8	STDFONT	6099
CDA9	STDFONT	6100
CDAA	STDFONT	6101
CDAB	STDFONT	6102
CDAC	STDFONT	6103
CDAD	STDFONT	6104
CDAE	STDFONT	6105
CDAF	STDFONT	6106
CDB0	STDFONT	6107
CDB1	STDFONT	6108
CDB2	STDFONT	6109
CDB3	STDFONT	6110
CDB4	STDFONT	6111
CDB5	STDFONT	6112
CDB6	STDFONT	6113
CDB7	STDFONT	6114
CDB8	STDFONT	6115
CDB9	STDFONT	6116
CDBA	STDFONT	6117
CDBB	STDFONT	6118
CDBC	STDFONT	6119
CDBD	STDFONT	6120
CDBE	STDFONT	6121
CDBF	STDFONT	6122
CDC0	STDFONT	6123
CDC1	STDFONT	6124
CDC2	STDFONT	6125
CDC3	STDFONT	6126
CDC4	STDFONT	6127
CDC5	STDFONT	6128
CDC6	STDFONT	6129
CDC7	STDFONT	6130
CDC8	STDFONT	6131
CDC9	STDFONT	6132
CDCA	STDFONT	6133
CDCB	STDFONT	6134
CDCC	STDFONT	6135
CDCD	STDFONT	6136
CDCE	STDFONT	6137
CDCF	STDFONT	6138
CDD0	STDFONT	6139
CDD1	STDFONT	6140
CDD2	STDFONT	6141
CDD3	STDFONT	6142
CDD4	STDFONT	6143
CDD5	STDFONT	6144
CDD6	STDFONT	6145
CDD7	STDFONT	6146
CDD8	STDFONT	6147
CDD9	STDFONT	6148
CDDA	STDFONT	6149
CDDB	STDFONT	6150
CDDC	STDFONT	6151
CDDD	STDFONT	6152
CDDE	STDFONT	6153
CDDF	STDFONT	6154
CDE0	STDFONT	6155
CDE1	STDFONT	6156
CDE2	STDFONT	6157
CDE3	STDFONT	6158
CDE4	STDFONT	6159
CDE5	STDFONT	6160
CDE6	STDFONT	6161
CDE7	STDFONT	6162
CDE8	STDFONT	6163
CDE9	STDFONT	6164
CDEA	STDFONT	6165
CDEB	STDFONT	6166
CDEC	STDFONT	6167
CDED	STDFONT	6168
CDEE	STDFONT	6169
CDEF	STDFONT	6170
CDF0	STDFONT	6171
CDF1	STDFONT	6172
CDF2	STDFONT	6173
CDF3	STDFONT	6174
CDF4	STDFONT	6175
CDF5	STDFONT	6176
CDF6	STDFONT	6177
CDF7	STDFONT	6178
CDF8	STDFONT	6179
CDF9	STDFONT	6180
CDFA	STDFONT	6181
CDFB	STDFONT	6182
CDFC	STDFONT	6183
CDFD	STDFONT	6184
CDFE	STDFONT	6185
CE40	STDFONT	6186
CE41	STDFONT	6187
CE42	STDFONT	6188
CE43	STDFONT	6189
CE44	STDFONT	6190
CE45	STDFONT	6191
CE46	STDFONT	6192
CE47	STDFONT	6193
CE48	STDFONT	6194
CE49	STDFONT	6195
CE4A	STDFONT	6196
CE4B	STDFONT	6197
CE4C	STDFONT	6198
CE4D	STDFONT	6199
CE4E	STDFONT	6200
CE4F	STDFONT	6201
CE50	STDFONT	6202
CE51	STDFONT	6203
CE52	STDFONT	6204
CE53	STDFONT	6205
CE54	STDFONT	6206
CE55	STDFONT	6207
CE56	STDFONT	6208
CE57	STDFONT	6209
CE58	STDFONT	6210
CE59	STDFONT	6211
CE5A	STDFONT	6212
CE5B	STDFONT	6213
CE5C	STDFONT	6214
CE5D	STDFONT	6215
CE5E	STDFONT	6216
CE5F	STDFONT	6217
CE60	STDFONT	6218
CE61	STDFONT	6219
CE62	STDFONT	6220
CE63	STDFONT	6221
CE64	STDFONT	6222
CE65	STDFONT	6223
CE66	STDFONT	6224
CE67	STDFONT	6225
CE68	STDFONT	6226
CE69	STDFONT	6227
CE6A	STDFONT	6228
CE6B	STDFONT	6229
CE6C	STDFONT	6230
CE6D	STDFONT	6231
CE6E	STDFONT	6232
CE6F	STDFONT	6233
CE70	STDFONT	6234
CE71	STDFONT	6235
CE72	STDFONT	6236
CE73	STDFONT	6237
CE74	STDFONT	6238
CE75	STDFONT	6239
CE76	STDFONT	6240
CE77	STDFONT	6241
CE78	STDFONT	6242
CE79	STDFONT	6243
CE7A	STDFONT	6244
CE7B	STDFONT	6245
CE7C	STDFONT	6246
CE7D	STDFONT	6247
CE7E	STDFONT	6248
CEA1	STDFONT	6249
CEA2	STDFONT	6250
CEA3	STDFONT	6251
CEA4	STDFONT	6252
CEA5	STDFONT	6253
CEA6	STDFONT	6254
CEA7	STDFONT	6255
CEA8	STDFONT	6256
CEA9	STDFONT	6257
CEAA	STDFONT	6258
CEAB	STDFONT	6259
CEAC	STDFONT	6260
CEAD	STDFONT	6261
CEAE	STDFONT	6262
CEAF	STDFONT	6263
CEB0	STDFONT	6264
CEB1	STDFONT	6265
CEB2	STDFONT	6266
CEB3	STDFONT	6267
CEB4	STDFONT	6268
CEB5	STDFONT	6269
CEB6	STDFONT	6270
CEB7	STDFONT	6271
CEB8	STDFONT	6272
CEB9	STDFONT	6273
CEBA	STDFONT	6274
CEBB	STDFONT	6275
CEBC	STDFONT	6276
CEBD	STDFONT	6277
CEBE	STDFONT	6278
CEBF	STDFONT	6279
CEC0	STDFONT	6280
CEC1	STDFONT	6281
CEC2	STDFONT	6282
CEC3	STDFONT	6283
CEC4	STDFONT	6284
CEC5	STDFONT	6285
CEC6	STDFONT	6286
CEC7	STDFONT	6287
CEC8	STDFONT	6288
CEC9	STDFONT	6289
CECA	STDFONT	6290
CECB	STDFONT	6291
CECC	STDFONT	6292
CECD	STDFONT	6293
CECE	STDFONT	6294
CECF	STDFONT	6295
CED0	STDFONT	6296
CED1	STDFONT	6297
CED2	STDFONT	6298
CED3	STDFONT	6299
CED4	STDFONT	6300
CED5	STDFONT	6301
CED6	STDFONT	6302
CED7	STDFONT	6303
CED8	STDFONT	6304
CED9	STDFONT	6305
CEDA	STDFONT	6306
CEDB	STDFONT	6307
CEDC	STDFONT	6308
CEDD	STDFONT	6309
CEDE	STDFONT	6310
CEDF	STDFONT	6311
CEE0	STDFONT	6312
CEE1	STDFONT	6313
CEE2	STDFONT	6314
CEE3	STDFONT	6315
CEE4	STDFONT	6316
CEE5	STDFONT	6317
CEE6	STDFONT	6318
CEE7	STDFONT	6319
CEE8	STDFONT	6320
CEE9	STDFONT	6321
CEEA	STDFONT	6322
CEEB	STDFONT	6323
CEEC	STDFONT	6324
CEED	STDFONT	6325
CEEE	STDFONT	6326
CEEF	STDFONT	6327
CEF0	STDFONT	6328
CEF1	STDFONT	6329
CEF2	STDFONT	6330
CEF3	STDFONT	6331
CEF4	STDFONT	6332
CEF5	STDFONT	6333
CEF6	STDFONT	6334
CEF7	STDFONT	6335
CEF8	STDFONT	6336
CEF9	STDFONT	6337
CEFA	STDFONT	6338
CEFB	STDFONT	6339
CEFC	STDFONT	6340
CEFD	STDFONT	6341
CEFE	STDFONT	6342
CF40	STDFONT	6343
CF41	STDFONT	6344
CF42	STDFONT	6345
CF43	STDFONT	6346
CF44	STDFONT	6347
CF45	STDFONT	6348
CF46	STDFONT	6349
CF47	STDFONT	6350
CF48	STDFONT	6351
CF49	STDFONT	6352
CF4A	STDFONT	6353
CF4B	STDFONT	6354
CF4C	STDFONT	6355
CF4D	STDFONT	6356
CF4E	STDFONT	6357
CF4F	STDFONT	6358
CF50	STDFONT	6359
CF51	STDFONT	6360
CF52	STDFONT	6361
CF53	STDFONT	6362
CF54	STDFONT	6363
CF55	STDFONT	6364
CF56	STDFONT	6365
CF57	STDFONT	6366
CF58	STDFONT	6367
CF59	STDFONT	6368
CF5A	STDFONT	6369
CF5B	STDFONT	6370
CF5C	STDFONT	6371
CF5D	STDFONT	6372
CF5E	STDFONT	6373
CF5F	STDFONT	6374
CF60	STDFONT	6375
CF61	STDFONT	6376
CF62	STDFONT	6377
CF63	STDFONT	6378
CF64	STDFONT	6379
CF65	STDFONT	6380
CF66	STDFONT	6381
CF67	STDFONT	6382
CF68	STDFONT	6383
CF69	STDFONT	6384
CF6A	STDFONT	6385
CF6B	STDFONT	6386
CF6C	STDFONT	6387
CF6D	STDFONT	6388
CF6E	STDFONT	6389
CF6F	STDFONT	6390
CF70	STDFONT	6391
CF71	STDFONT	6392
CF72	STDFONT	6393
CF73	STDFONT	6394
CF74	STDFONT	6395
CF75	STDFONT	6396
CF76	STDFONT	6397
CF77	STDFONT	6398
CF78	STDFONT	6399
CF79	STDFONT	6400
CF7A	STDFONT	6401
CF7B	STDFONT	6402
CF7C	STDFONT	6403
CF7D	STDFONT	6404
CF7E	STDFONT	6405
CFA1	STDFONT	6406
CFA2	STDFONT	6407
CFA3	STDFONT	6408
CFA4	STDFONT	6409
CFA5	STDFONT	6410
CFA6	STDFONT	6411
CFA7	STDFONT	6412
CFA8	STDFONT	6413
CFA9	STDFONT	6414
CFAA	STDFONT	6415
CFAB	STDFONT	6416
CFAC	STDFONT	6417
CFAD	STDFONT	6418
CFAE	STDFONT	6419
CFAF	STDFONT	6420
CFB0	STDFONT	6421
CFB1	STDFONT	6422
CFB2	STDFONT	6423
CFB3	STDFONT	6424
CFB4	STDFONT	6425
CFB5	STDFONT	6426
CFB6	STDFONT	6427
CFB7	STDFONT	6428
CFB8	STDFONT	6429
CFB9	STDFONT	6430
CFBA	STDFONT	6431
CFBB	STDFONT	6432
CFBC	STDFONT	6433
CFBD	STDFONT	6434
CFBE	STDFONT	6435
CFBF	STDFONT	6436
CFC0	STDFONT	6437
CFC1	STDFONT	6438
CFC2	STDFONT	6439
CFC3	STDFONT	6440
CFC4	STDFONT	6441
CFC5	STDFONT	6442
CFC6	STDFONT	6443
CFC7	STDFONT	6444
CFC8	STDFONT	6445
CFC9	STDFONT	6446
CFCA	STDFONT	6447
CFCB	STDFONT	6448
CFCC	STDFONT	6449
CFCD	STDFONT	6450
CFCE	STDFONT	6451
CFCF	STDFONT	6452
CFD0	STDFONT	6453
CFD1	STDFONT	6454
CFD2	STDFONT	6455
CFD3	STDFONT	6456
CFD4	STDFONT	6457
CFD5	STDFONT	6458
CFD6	STDFONT	6459
CFD7	STDFONT	6460
CFD8	STDFONT	6461
CFD9	STDFONT	6462
CFDA	STDFONT	6463
CFDB	STDFONT	6464
CFDC	STDFONT	6465
CFDD	STDFONT	6466
CFDE	STDFONT	6467
CFDF	STDFONT	6468
CFE0	STDFONT	6469
CFE1	STDFONT	6470
CFE2	STDFONT	6471
CFE3	STDFONT	6472
CFE4	STDFONT	6473
CFE5	STDFONT	6474
CFE6	STDFONT	6475
CFE7	STDFONT	6476
CFE8	STDFONT	6477
CFE9	STDFONT	6478
CFEA	STDFONT	6479
CFEB	STDFONT	6480
CFEC	STDFONT	6481
CFED	STDFONT	6482
CFEE	STDFONT	6483
CFEF	STDFONT	6484
CFF0	STDFONT	6485
CFF1	STDFONT	6486
CFF2	STDFONT	6487
CFF3	STDFONT	6488
CFF4	STDFONT	6489
CFF5	STDFONT	6490
CFF6	STDFONT	6491
CFF7	STDFONT	6492
CFF8	STDFONT	6493
CFF9	STDFONT	6494
CFFA	STDFONT	6495
CFFB	STDFONT	6496
CFFC	STDFONT	6497
CFFD	STDFONT	6498
CFFE	STDFONT	6499
D040	STDFONT	6500
D041	STDFONT	6501
D042	STDFONT	6502
D043	STDFONT	6503
D044	STDFONT	6504
D045	STDFONT	6505
D046	STDFONT	6506
D047	STDFONT	6507
D048	STDFONT	6508
D049	STDFONT	6509
D04A	STDFONT	6510
D04B	STDFONT	6511
D04C	STDFONT	6512
D04D	STDFONT	6513
D04E	STDFONT	6514
D04F	STDFONT	6515
D050	STDFONT	6516
D051	STDFONT	6517
D052	STDFONT	6518
D053	STDFONT	6519
D054	STDFONT	6520
D055	STDFONT	6521
D056	STDFONT	6522
D057	STDFONT	6523
D058	STDFONT	6524
D059	STDFONT	6525
D05A	STDFONT	6526
D05B	STDFONT	6527
D05C	STDFONT	6528
D05D	STDFONT	6529
D05E	STDFONT	6530
D05F	STDFONT	6531
D060	STDFONT	6532
D061	STDFONT	6533
D062	STDFONT	6534
D063	STDFONT	6535
D064	STDFONT	6536
D065	STDFONT	6537
D066	STDFONT	6538
D067	STDFONT	6539
D068	STDFONT	6540
D069	STDFONT	6541
D06A	STDFONT	6542
D06B	STDFONT	6543
D06C	STDFONT	6544
D06D	STDFONT	6545
D06E	STDFONT	6546
D06F	STDFONT	6547
D070	STDFONT	6548
D071	STDFONT	6549
D072	STDFONT	6550
D073	STDFONT	6551
D074	STDFONT	6552
D075	STDFONT	6553
D076	STDFONT	6554
D077	STDFONT	6555
D078	STDFONT	6556
D079	STDFONT	6557
D07A	STDFONT	6558
D07B	STDFONT	6559
D07C	STDFONT	6560
D07D	STDFONT	6561
D07E	STDFONT	6562
D0A1	STDFONT	6563
D0A2	STDFONT	6564
D0A3	STDFONT	6565
D0A4	STDFONT	6566
D0A5	STDFONT	6567
D0A6	STDFONT	6568
D0A7	STDFONT	6569
D0A8	STDFONT	6570
D0A9	STDFONT	6571
D0AA	STDFONT	6572
D0AB	STDFONT	6573
D0AC	STDFONT	6574
D0AD	STDFONT	6575
D0AE	STDFONT	6576
D0AF	STDFONT	6577
D0B0	STDFONT	6578
D0B1	STDFONT	6579
D0B2	STDFONT	6580
D0B3	STDFONT	6581
D0B4	STDFONT	6582
D0B5	STDFONT	6583
D0B6	STDFONT	6584
D0B7	STDFONT	6585
D0B8	STDFONT	6586
D0B9	STDFONT	6587
D0BA	STDFONT	6588
D0BB	STDFONT	6589
D0BC	STDFONT	6590
D0BD	STDFONT	6591
D0BE	STDFONT	6592
D0BF	STDFONT	6593
D0C0	STDFONT	6594
D0C1	STDFONT	6595
D0C2	STDFONT	6596
D0C3	STDFONT	6597
D0C4	STDFONT	6598
D0C5	STDFONT	6599
D0C6	STDFONT	6600
D0C7	STDFONT	6601
D0C8	STDFONT	6602
D0C9	STDFONT	6603
D0CA	STDFONT	6604
D0CB	STDFONT	6605
D0CC	STDFONT	6606
D0CD	STDFONT	6607
D0CE	STDFONT	6608
D0CF	STDFONT	6609
D0D0	STDFONT	6610
D0D1	STDFONT	6611
D0D2	STDFONT	6612
D0D3	STDFONT	6613
D0D4	STDFONT	6614
D0D5	STDFONT	6615
D0D6	STDFONT	6616
D0D7	STDFONT	6617
D0D8	STDFONT	6618
D0D9	STDFONT	6619
D0DA	STDFONT	6620
D0DB	STDFONT	6621
D0DC	STDFONT	6622
D0DD	STDFONT	6623
D0DE	STDFONT	6624
D0DF	STDFONT	6625
D0E0	STDFONT	6626
D0E1	STDFONT	6627
D0E2	STDFONT	6628
D0E3	STDFONT	6629
D0E4	STDFONT	6630
D0E5	STDFONT	6631
D0E6	STDFONT	6632
D0E7	STDFONT	6633
D0E8	STDFONT	6634
D0E9	STDFONT	6635
D0EA	STDFONT	6636
D0EB	STDFONT	6637
D0EC	STDFONT	6638
D0ED	STDFONT	6639
D0EE	STDFONT	6640
D0EF	STDFONT	6641
D0F0	STDFONT	6642
D0F1	STDFONT	6643
D0F2	STDFONT	6644
D0F3	STDFONT	6645
D0F4	STDFONT	6646
D0F5	STDFONT	6647
D0F6	STDFONT	6648
D0F7	STDFONT	6649
D0F8	STDFONT	6650
D0F9	STDFONT	6651
D0FA	STDFONT	6652
D0FB	STDFONT	6653
D0FC	STDFONT	6654
D0FD	STDFONT	6655
D0FE	STDFONT	6656
D140	STDFONT	6657
D141	STDFONT	6658
D142	STDFONT	6659
D143	STDFONT	6660
D144	STDFONT	6661
D145	STDFONT	6662
D146	STDFONT	6663
D147	STDFONT	6664
D148	STDFONT	6665
D149	STDFONT	6666
D14A	STDFONT	6667
D14B	STDFONT	6668
D14C	STDFONT	6669
D14D	STDFONT	6670
D14E	STDFONT	6671
D14F	STDFONT	6672
D150	STDFONT	6673
D151	STDFONT	6674
D152	STDFONT	6675
D153	STDFONT	6676
D154	STDFONT	6677
D155	STDFONT	6678
D156	STDFONT	6679
D157	STDFONT	6680
D158	STDFONT	6681
D159	STDFONT	6682
D15A	STDFONT	6683
D15B	STDFONT	6684
D15C	STDFONT	6685
D15D	STDFONT	6686
D15E	STDFONT	6687
D15F	STDFONT	6688
D160	STDFONT	6689
D161	STDFONT	6690
D162	STDFONT	6691
D163	STDFONT	6692
D164	STDFONT	6693
D165	STDFONT	6694
D166	STDFONT	6695
D167	STDFONT	6696
D168	STDFONT	6697
D169	STDFONT	6698
D16A	STDFONT	6699
D16B	STDFONT	6700
D16C	STDFONT	6701
D16D	STDFONT	6702
D16E	STDFONT	6703
D16F	STDFONT	6704
D170	STDFONT	6705
D171	STDFONT	6706
D172	STDFONT	6707
D173	STDFONT	6708
D174	STDFONT	6709
D175	STDFONT	6710
D176	STDFONT	6711
D177	STDFONT	6712
D178	STDFONT	6713
D179	STDFONT	6714
D17A	STDFONT	6715
D17B	STDFONT	6716
D17C	STDFONT	6717
D17D	STDFONT	6718
D17E	STDFONT	6719
D1A1	STDFONT	6720
D1A2	STDFONT	6721
D1A3	STDFONT	6722
D1A4	STDFONT	6723
D1A5	STDFONT	6724
D1A6	STDFONT	6725
D1A7	STDFONT	6726
D1A8	STDFONT	6727
D1A9	STDFONT	6728
D1AA	STDFONT	6729
D1AB	STDFONT	6730
D1AC	STDFONT	6731
D1AD	STDFONT	6732
D1AE	STDFONT	6733
D1AF	STDFONT	6734
D1B0	STDFONT	6735
D1B1	STDFONT	6736
D1B2	STDFONT	6737
D1B3	STDFONT	6738
D1B4	STDFONT	6739
D1B5	STDFONT	6740
D1B6	STDFONT	6741
D1B7	STDFONT	6742
D1B8	STDFONT	6743
D1B9	STDFONT	6744
D1BA	STDFONT	6745
D1BB	STDFONT	6746
D1BC	STDFONT	6747
D1BD	STDFONT	6748
D1BE	STDFONT	6749
D1BF	STDFONT	6750
D1C0	STDFONT	6751
D1C1	STDFONT	6752
D1C2	STDFONT	6753
D1C3	STDFONT	6754
D1C4	STDFONT	6755
D1C5	STDFONT	6756
D1C6	STDFONT	6757
D1C7	STDFONT	6758
D1C8	STDFONT	6759
D1C9	STDFONT	6760
D1CA	STDFONT	6761
D1CB	STDFONT	6762
D1CC	STDFONT	6763
D1CD	STDFONT	6764
D1CE	STDFONT	6765
D1CF	STDFONT	6766
D1D0	STDFONT	6767
D1D1	STDFONT	6768
D1D2	STDFONT	6769
D1D3	STDFONT	6770
D1D4	STDFONT	6771
D1D5	STDFONT	6772
D1D6	STDFONT	6773
D1D7	STDFONT	6774
D1D8	STDFONT	6775
D1D9	STDFONT	6776
D1DA	STDFONT	6777
D1DB	STDFONT	6778
D1DC	STDFONT	6779
D1DD	STDFONT	6780
D1DE	STDFONT	6781
D1DF	STDFONT	6782
D1E0	STDFONT	6783
D1E1	STDFONT	6784
D1E2	STDFONT	6785
D1E3	STDFONT	6786
D1E4	STDFONT	6787
D1E5	STDFONT	6788
D1E6	STDFONT	6789
D1E7	STDFONT	6790
D1E8	STDFONT	6791
D1E9	STDFONT	6792
D1EA	STDFONT	6793
D1EB	STDFONT	6794
D1EC	STDFONT	6795
D1ED	STDFONT	6796
D1EE	STDFONT	6797
D1EF	STDFONT	6798
D1F0	STDFONT	6799
D1F1	STDFONT	6800
D1F2	STDFONT	6801
D1F3	STDFONT	6802
D1F4	STDFONT	6803
D1F5	STDFONT	6804
D1F6	STDFONT	6805
D1F7	STDFONT	6806
D1F8	STDFONT	6807
D1F9	STDFONT	6808
D1FA	STDFONT	6809
D1FB	STDFONT	6810
D1FC	STDFONT	6811
D1FD	STDFONT	6812
D1FE	STDFONT	6813
D240	STDFONT	6814
D241	STDFONT	6815
D242	STDFONT	6816
D243	STDFONT	6817
D244	STDFONT	6818
D245	STDFONT	6819
D246	STDFONT	6820
D247	STDFONT	6821
D248	STDFONT	6822
D249	STDFONT	6823
D24A	STDFONT	6824
D24B	STDFONT	6825
D24C	STDFONT	6826
D24D	STDFONT	6827
D24E	STDFONT	6828
