# big5	font	index
B467	STDFONT	2551
B468	STDFONT	2552
B469	STDFONT	2553
B46A	STDFONT	2554
B46B	STDFONT	2555
B46C	STDFONT	2556
B46D	STDFONT	2557
B46E	STDFONT	2558
B46F	STDFONT	2559
B470	STDFONT	2560
B471	STDFONT	2561
B472	STDFONT	2562
B473	STDFONT	2563
B474	STDFONT	2564
B475	STDFONT	2565
B476	STDFONT	2566
B477	STDFONT	2567
B478	STDFONT	2568
B479	STDFONT	2569
B47A	STDFONT	2570
B47B	STDFONT	2571
B47C	STDFONT	2572
B47D	STDFONT	2573
B47E	STDFONT	2574
B4A1	STDFONT	2575
B4A2	STDFONT	2576
B4A3	STDFONT	2577
B4A4	STDFONT	2578
B4A5	STDFONT	2579
B4A6	STDFONT	2580
B4A7	STDFONT	2581
B4A8	STDFONT	2582
B4A9	STDFONT	2583
B4AA	STDFONT	2584
B4AB	STDFONT	2585
B4AC	STDFONT	2586
B4AD	STDFONT	2587
B4AE	STDFONT	2588
B4AF	STDFONT	2589
B4B0	STDFONT	2590
B4B1	STDFONT	2591
B4B2	STDFONT	2592
B4B3	STDFONT	2593
B4B4	STDFONT	2594
B4B5	STDFONT	2595
B4B6	STDFONT	2596
B4B7	STDFONT	2597
B4B8	STDFONT	2598
B4B9	STDFONT	2599
B4BA	STDFONT	2600
B4BB	STDFONT	2601
B4BC	STDFONT	2602
B4BD	STDFONT	2603
B4BE	STDFONT	2604
B4BF	STDFONT	2605
B4C0	STDFONT	2606
B4C1	STDFONT	2607
B4C2	STDFONT	2608
B4C3	STDFONT	2609
B4C4	STDFONT	2610
B4C5	STDFONT	2611
B4C6	STDFONT	2612
B4C7	STDFONT	2613
B4C8	STDFONT	2614
B4C9	STDFONT	2615
B4CA	STDFONT	2616
B4CB	STDFONT	2617
B4CC	STDFONT	2618
B4CD	STDFONT	2619
B4CE	STDFONT	2620
B4CF	STDFONT	2621
B4D0	STDFONT	2622
B4D1	STDFONT	2623
B4D2	STDFONT	2624
B4D3	STDFONT	2625
B4D4	STDFONT	2626
B4D5	STDFONT	2627
B4D6	STDFONT	2628
B4D7	STDFONT	2629
B4D8	STDFONT	2630
B4D9	STDFONT	2631
B4DA	STDFONT	2632
B4DB	STDFONT	2633
B4DC	STDFONT	2634
B4DD	STDFONT	2635
B4DE	STDFONT	2636
B4DF	STDFONT	2637
B4E0	STDFONT	2638
B4E1	STDFONT	2639
B4E2	STDFONT	2640
B4E3	STDFONT	2641
B4E4	STDFONT	2642
B4E5	STDFONT	2643
B4E6	STDFONT	2644
B4E7	STDFONT	2645
B4E8	STDFONT	2646
B4E9	STDFONT	2647
B4EA	STDFONT	2648
B4EB	STDFONT	2649
B4EC	STDFONT	2650
B4ED	STDFONT	2651
B4EE	STDFONT	2652
B4EF	STDFONT	2653
B4F0	STDFONT	2654
B4F1	STDFONT	2655
B4F2	STDFONT	2656
B4F3	STDFONT	2657
B4F4	STDFONT	2658
B4F5	STDFONT	2659
B4F6	STDFONT	2660
B4F7	STDFONT	2661
B4F8	STDFONT	2662
B4F9	STDFONT	2663
B4FA	STDFONT	2664
B4FB	STDFONT	2665
B4FC	STDFONT	2666
B4FD	STDFONT	2667
B4FE	STDFONT	2668
B540	STDFONT	2669
B541	STDFONT	2670
B542	STDFONT	2671
B543	STDFONT	2672
B544	STDFONT	2673
B545	STDFONT	2674
B546	STDFONT	2675
B547	STDFONT	2676
B548	STDFONT	2677
B549	STDFONT	2678
B54A	STDFONT	2679
B54B	STDFONT	2680
B54C	STDFONT	2681
B54D	STDFONT	2682
B54E	STDFONT	2683
B54F	STDFONT	2684
B550	STDFONT	2685
B551	STDFONT	2686
B552	STDFONT	2687
B553	STDFONT	2688
B554	STDFONT	2689
B555	STDFONT	2690
B556	STDFONT	2691
B557	STDFONT	2692
B558	STDFONT	2693
B559	STDFONT	2694
B55A	STDFONT	2695
B55B	STDFONT	2696
B55C	STDFONT	2697
B55D	STDFONT	2698
B55E	STDFONT	2699
B55F	STDFONT	2700
B560	STDFONT	2701
B561	STDFONT	2702
B562	STDFONT	2703
B563	STDFONT	2704
B564	STDFONT	2705
B565	STDFONT	2706
B566	STDFONT	2707
B567	STDFONT	2708
B568	STDFONT	2709
B569	STDFONT	2710
B56A	STDFONT	2711
B56B	STDFONT	2712
B56C	STDFONT	2713
B56D	STDFONT	2714
B56E	STDFONT	2715
B56F	STDFONT	2716
B570	STDFONT	2717
B571	STDFONT	2718
B572	STDFONT	2719
B573	STDFONT	2720
B574	STDFONT	2721
B575	STDFONT	2722
B576	STDFONT	2723
B577	STDFONT	2724
B578	STDFONT	2725
B579	STDFONT	2726
B57A	STDFONT	2727
B57B	STDFONT	2728
B57C	STDFONT	2729
B57D	STDFONT	2730
B57E	STDFONT	2731
B5A1	STDFONT	2732
B5A2	STDFONT	2733
B5A3	STDFONT	2734
B5A4	STDFONT	2735
B5A5	STDFONT	2736
B5A6	STDFONT	2737
B5A7	STDFONT	2738
B5A8	STDFONT	2739
B5A9	STDFONT	2740
B5AA	STDFONT	2741
B5AB	STDFONT	2742
B5AC	STDFONT	2743
B5AD	STDFONT	2744
B5AE	STDFONT	2745
B5AF	STDFONT	2746
B5B0	STDFONT	2747
B5B1	STDFONT	2748
B5B2	STDFONT	2749
B5B3	STDFONT	2750
B5B4	STDFONT	2751
B5B5	STDFONT	2752
B5B6	STDFONT	2753
B5B7	STDFONT	2754
B5B8	STDFONT	2755
B5B9	STDFONT	2756
B5BA	STDFONT	2757
B5BB	STDFONT	2758
B5BC	STDFONT	2759
B5BD	STDFONT	2760
B5BE	STDFONT	2761
B5BF	STDFONT	2762
B5C0	STDFONT	2763
B5C1	STDFONT	2764
B5C2	STDFONT	2765
B5C3	STDFONT	2766
B5C4	STDFONT	2767
B5C5	STDFONT	2768
B5C6	STDFONT	2769
B5C7	STDFONT	2770
B5C8	STDFONT	2771
B5C9	STDFONT	2772
B5CA	STDFONT	2773
B5CB	STDFONT	2774
B5CC	STDFONT	2775
B5CD	STDFONT	2776
B5CE	STDFONT	2777
B5CF	STDFONT	2778
B5D0	STDFONT	2779
B5D1	STDFONT	2780
B5D2	STDFONT	2781
B5D3	STDFONT	2782
B5D4	STDFONT	2783
B5D5	STDFONT	2784
B5D6	STDFONT	2785
B5D7	STDFONT	2786
B5D8	STDFONT	2787
B5D9	STDFONT	2788
B5DA	STDFONT	2789
B5DB	STDFONT	2790
B5DC	STDFONT	2791
B5DD	STDFONT	2792
B5DE	STDFONT	2793
B5DF	STDFONT	2794
B5E0	STDFONT	2795
B5E1	STDFONT	2796
B5E2	STDFONT	2797
B5E3	STDFONT	2798
B5E4	STDFONT	2799
B5E5	STDFONT	2800
B5E6	STDFONT	2801
B5E7	STDFONT	2802
B5E8	STDFONT	2803
B5E9	STDFONT	2804
B5EA	STDFONT	2805
B5EB	STDFONT	2806
B5EC	STDFONT	2807
B5ED	STDFONT	2808
B5EE	STDFONT	2809
B5EF	STDFONT	2810
B5F0	STDFONT	2811
B5F1	STDFONT	2812
B5F2	STDFONT	2813
B5F3	STDFONT	2814
B5F4	STDFONT	2815
B5F5	STDFONT	2816
B5F6	STDFONT	2817
B5F7	STDFONT	2818
B5F8	STDFONT	2819
B5F9	STDFONT	2820
B5FA	STDFONT	2821
B5FB	STDFONT	2822
B5FC	STDFONT	2823
B5FD	STDFONT	2824
B5FE	STDFONT	2825
B640	STDFONT	2826
B641	STDFONT	2827
B642	STDFONT	2828
B643	STDFONT	2829
B644	STDFONT	2830
B645	STDFONT	2831
B646	STDFONT	2832
B647	STDFONT	2833
B648	STDFONT	2834
B649	STDFONT	2835
B64A	STDFONT	2836
B64B	STDFONT	2837
B64C	STDFONT	2838
B64D	STDFONT	2839
B64E	STDFONT	2840
B64F	STDFONT	2841
B650	STDFONT	2842
B651	STDFONT	2843
B652	STDFONT	2844
B653	STDFONT	2845
B654	STDFONT	2846
B655	STDFONT	2847
B656	STDFONT	2848
B657	STDFONT	2849
B658	STDFONT	2850
B659	STDFONT	2851
B65A	STDFONT	2852
B65B	STDFONT	2853
B65C	STDFONT	2854
B65D	STDFONT	2855
B65E	STDFONT	2856
B65F	STDFONT	2857
B660	STDFONT	2858
B661	STDFONT	2859
B662	STDFONT	2860
B663	STDFONT	2861
B664	STDFONT	2862
B665	STDFONT	2863
B666	STDFONT	2864
B667	STDFONT	2865
B668	STDFONT	2866
B669	STDFONT	2867
B66A	STDFONT	2868
B66B	STDFONT	2869
B66C	STDFONT	2870
B66D	STDFONT	2871
B66E	STDFONT	2872
B66F	STDFONT	2873
B670	STDFONT	2874
B671	STDFONT	2875
B672	STDFONT	2876
B673	STDFONT	2877
B674	STDFONT	2878
B675	STDFONT	2879
B676	STDFONT	2880
B677	STDFONT	2881
B678	STDFONT	2882
B679	STDFONT	2883
B67A	STDFONT	2884
B67B	STDFONT	2885
B67C	STDFONT	2886
B67D	STDFONT	2887
B67E	STDFONT	2888
B6A1	STDFONT	2889
B6A2	STDFONT	2890
B6A3	STDFONT	2891
B6A4	STDFONT	2892
B6A5	STDFONT	2893
B6A6	STDFONT	2894
B6A7	STDFONT	2895
B6A8	STDFONT	2896
B6A9	STDFONT	2897
B6AA	STDFONT	2898
B6AB	STDFONT	2899
B6AC	STDFONT	2900
B6AD	STDFONT	2901
B6AE	STDFONT	2902
B6AF	STDFONT	2903
B6B0	STDFONT	2904
B6B1	STDFONT	2905
B6B2	STDFONT	2906
B6B3	STDFONT	2907
B6B4	STDFONT	2908
B6B5	STDFONT	2909
B6B6	STDFONT	2910
B6B7	STDFONT	2911
B6B8	STDFONT	2912
B6B9	STDFONT	2913
B6BA	STDFONT	2914
B6BB	STDFONT	2915
B6BC	STDFONT	2916
B6BD	STDFONT	2917
B6BE	STDFONT	2918
B6BF	STDFONT	2919
B6C0	STDFONT	2920
B6C1	STDFONT	2921
B6C2	STDFONT	2922
B6C3	STDFONT	2923
B6C4	STDFONT	2924
B6C5	STDFONT	2925
B6C6	STDFONT	2926
B6C7	STDFONT	2927
B6C8	STDFONT	2928
B6C9	STDFONT	2929
B6CA	STDFONT	2930
B6CB	STDFONT	2931
B6CC	STDFONT	2932
B6CD	STDFONT	2933
B6CE	STDFONT	2934
B6CF	STDFONT	2935
B6D0	STDFONT	2936
B6D1	STDFONT	2937
B6D2	STDFONT	2938
B6D3	STDFONT	2939
B6D4	STDFONT	2940
B6D5	STDFONT	2941
B6D6	STDFONT	2942
B6D7	STDFONT	2943
B6D8	STDFONT	2944
B6D9	STDFONT	2945
B6DA	STDFONT	2946
B6DB	STDFONT	2947
B6DC	STDFONT	2948
B6DD	STDFONT	2949
B6DE	STDFONT	2950
B6DF	STDFONT	2951
B6E0	STDFONT	2952
B6E1	STDFONT	2953
B6E2	STDFONT	2954
B6E3	STDFONT	2955
B6E4	STDFONT	2956
B6E5	STDFONT	2957
B6E6	STDFONT	2958
B6E7	STDFONT	2959
B6E8	STDFONT	2960
B6E9	STDFONT	2961
B6EA	STDFONT	2962
B6EB	STDFONT	2963
B6EC	STDFONT	2964
B6ED	STDFONT	2965
B6EE	STDFONT	2966
B6EF	STDFONT	2967
B6F0	STDFONT	2968
B6F1	STDFONT	2969
B6F2	STDFONT	2970
B6F3	STDFONT	2971
B6F4	STDFONT	2972
B6F5	STDFONT	2973
B6F6	STDFONT	2974
B6F7	STDFONT	2975
B6F8	STDFONT	2976
B6F9	STDFONT	2977
B6FA	STDFONT	2978
B6FB	STDFONT	2979
B6FC	STDFONT	2980
B6FD	STDFONT	2981
B6FE	STDFONT	2982
B740	STDFONT	2983
B741	STDFONT	2984
B742	STDFONT	2985
B743	STDFONT	2986
B744	STDFONT	2987
B745	STDFONT	2988
B746	STDFONT	2989
B747	STDFONT	2990
B748	STDFONT	2991
B749	STDFONT	2992
B74A	STDFONT	2993
B74B	STDFONT	2994
B74C	STDFONT	2995
B74D	STDFONT	2996
B74E	STDFONT	2997
B74F	STDFONT	2998
B750	STDFONT	2999
B751	STDFONT	3000
B752	STDFONT	3001
B753	STDFONT	3002
B754	STDFONT	3003
B755	STDFONT	3004
B756	STDFONT	3005
B757	STDFONT	3006
B758	STDFONT	3007
B759	STDFONT	3008
B75A	STDFONT	3009
B75B	STDFONT	3010
B75C	STDFONT	3011
B75D	STDFONT	3012
B75E	STDFONT	3013
B75F	STDFONT	3014
B760	STDFONT	3015
B761	STDFONT	3016
B762	STDFONT	3017
B763	STDFONT	3018
B764	STDFONT	3019
B765	STDFONT	3020
B766	STDFONT	3021
B767	STDFONT	3022
B768	STDFONT	3023
B769	STDFONT	3024
B76A	STDFONT	3025
B76B	STDFONT	3026
B76C	STDFONT	3027
B76D	STDFONT	3028
B76E	STDFONT	3029
B76F	STDFONT	3030
B770	STDFONT	3031
B771	STDFONT	3032
B772	STDFONT	3033
B773	STDFONT	3034
B774	STDFONT	3035
B775	STDFONT	3036
B776	STDFONT	3037
B777	STDFONT	3038
B778	STDFONT	3039
B779	STDFONT	3040
B77A	STDFONT	3041
B77B	STDFONT	3042
B77C	STDFONT	3043
B77D	STDFONT	3044
B77E	STDFONT	3045
B7A1	STDFONT	3046
B7A2	STDFONT	3047
B7A3	STDFONT	3048
B7A4	STDFONT	3049
B7A5	STDFONT	3050
B7A6	STDFONT	3051
B7A7	STDFONT	3052
B7A8	STDFONT	3053
B7A9	STDFONT	3054
B7AA	STDFONT	3055
B7AB	STDFONT	3056
B7AC	STDFONT	3057
B7AD	STDFONT	3058
B7AE	STDFONT	3059
B7AF	STDFONT	3060
B7B0	STDFONT	3061
B7B1	STDFONT	3062
B7B2	STDFONT	3063
B7B3	STDFONT	3064
B7B4	STDFONT	3065
B7B5	STDFONT	3066
B7B6	STDFONT	3067
B7B7	STDFONT	3068
B7B8	STDFONT	3069
B7B9	STDFONT	3070
B7BA	STDFONT	3071
B7BB	STDFONT	3072
B7BC	STDFONT	3073
B7BD	STDFONT	3074
B7BE	STDFONT	3075
B7BF	STDFONT	3076
B7C0	STDFONT	3077
B7C1	STDFONT	3078
B7C2	STDFONT	3079
B7C3	STDFONT	3080
B7C4	STDFONT	3081
B7C5	STDFONT	3082
B7C6	STDFONT	3083
B7C7	STDFONT	3084
B7C8	STDFONT	3085
B7C9	STDFONT	3086
B7CA	STDFONT	3087
B7CB	STDFONT	3088
B7CC	STDFONT	3089
B7CD	STDFONT	3090
B7CE	STDFONT	3091
B7CF	STDFONT	3092
B7D0	STDFONT	3093
B7D1	STDFONT	3094
B7D2	STDFONT	3095
B7D3	STDFONT	3096
B7D4	STDFONT	3097
B7D5	STDFONT	3098
B7D6	STDFONT	3099
B7D7	STDFONT	3100
B7D8	STDFONT	3101
B7D9	STDFONT	3102
B7DA	STDFONT	3103
B7DB	STDFONT	3104
B7DC	STDFONT	3105
B7DD	STDFONT	3106
B7DE	STDFONT	3107
B7DF	STDFONT	3108
B7E0	STDFONT	3109
B7E1	STDFONT	3110
B7E2	STDFONT	3111
B7E3	STDFONT	3112
B7E4	STDFONT	3113
B7E5	STDFONT	3114
B7E6	STDFONT	3115
B7E7	STDFONT	3116
B7E8	STDFONT	3117
B7E9	STDFONT	3118
B7EA	STDFONT	3119
B7EB	STDFONT	3120
B7EC	STDFONT	3121
B7ED	STDFONT	3122
B7EE	STDFONT	3123
B7EF	STDFONT	3124
B7F0	STDFONT	3125
B7F1	STDFONT	3126
B7F2	STDFONT	3127
B7F3	STDFONT	3128
B7F4	STDFONT	3129
B7F5	STDFONT	3130
B7F6	STDFONT	3131
B7F7	STDFONT	3132
B7F8	STDFONT	3133
B7F9	STDFONT	3134
B7FA	STDFONT	3135
B7FB	STDFONT	3136
B7FC	STDFONT	3137
B7FD	STDFONT	3138
B7FE	STDFONT	3139
B840	STDFONT	3140
B841	STDFONT	3141
B842	STDFONT	3142
B843	STDFONT	3143
B844	STDFONT	3144
B845	STDFONT	3145
B846	STDFONT	3146
B847	STDFONT	3147
B848	STDFONT	3148
B849	STDFONT	3149
B84A	STDFONT	3150
B84B	STDFONT	3151
B84C	STDFONT	3152
B84D	STDFONT	3153
B84E	STDFONT	3154
B84F	STDFONT	3155
B850	STDFONT	3156
B851	STDFONT	3157
B852	STDFONT	3158
B853	STDFONT	3159
B854	STDFONT	3160
B855	STDFONT	3161
B856	STDFONT	3162
B857	STDFONT	3163
B858	STDFONT	3164
B859	STDFONT	3165
B85A	STDFONT	3166
B85B	STDFONT	3167
B85C	STDFONT	3168
B85D	STDFONT	3169
B85E	STDFONT	3170
B85F	STDFONT	3171
B860	STDFONT	3172
B861	STDFONT	3173
B862	STDFONT	3174
B863	STDFONT	3175
B864	STDFONT	3176
B865	STDFONT	3177
B866	STDFONT	3178
B867	STDFONT	3179
B868	STDFONT	3180
B869	STDFONT	3181
B86A	STDFONT	3182
B86B	STDFONT	3183
B86C	STDFONT	3184
B86D	STDFONT	3185
B86E	STDFONT	3186
B86F	STDFONT	3187
B870	STDFONT	3188
B871	STDFONT	3189
B872	STDFONT	3190
B873	STDFONT	3191
B874	STDFONT	3192
B875	STDFONT	3193
B876	STDFONT	3194
B877	STDFONT	3195
B878	STDFONT	3196
B879	STDFONT	3197
B87A	STDFONT	3198
B87B	STDFONT	3199
B87C	STDFONT	3200
B87D	STDFONT	3201
B87E	STDFONT	3202
B8A1	STDFONT	3203
B8A2	STDFONT	3204
B8A3	STDFONT	3205
B8A4	STDFONT	3206
B8A5	STDFONT	3207
B8A6	STDFONT	3208
B8A7	STDFONT	3209
B8A8	STDFONT	3210
B8A9	STDFONT	3211
B8AA	STDFONT	3212
B8AB	STDFONT	3213
B8AC	STDFONT	3214
B8AD	STDFONT	3215
B8AE	STDFONT	3216
B8AF	STDFONT	3217
B8B0	STDFONT	3218
B8B1	STDFONT	3219
B8B2	STDFONT	3220
B8B3	STDFONT	3221
B8B4	STDFONT	3222
B8B5	STDFONT	3223
B8B6	STDFONT	3224
B8B7	STDFONT	3225
B8B8	STDFONT	3226
B8B9	STDFONT	3227
B8BA	STDFONT	3228
B8BB	STDFONT	3229
B8BC	STDFONT	3230
B8BD	STDFONT	3231
B8BE	STDFONT	3232
B8BF	STDFONT	3233
B8C0	STDFONT	3234
B8C1	STDFONT	3235
B8C2	STDFONT	3236
B8C3	STDFONT	3237
B8C4	STDFONT	3238
B8C5	STDFONT	3239
B8C6	STDFONT	3240
B8C7	STDFONT	3241
B8C8	STDFONT	3242
B8C9	STDFONT	3243
B8CA	STDFONT	3244
B8CB	STDFONT	3245
B8CC	STDFONT	3246
B8CD	STDFONT	3247
B8CE	STDFONT	3248
B8CF	STDFONT	3249
B8D0	STDFONT	3250
B8D1	STDFONT	3251
B8D2	STDFONT	3252
B8D3	STDFONT	3253
B8D4	STDFONT	3254
B8D5	STDFONT	3255
B8D6	STDFONT	3256
B8D7	STDFONT	3257
B8D8	STDFONT	3258
B8D9	STDFONT	3259
B8DA	STDFONT	3260
B8DB	STDFONT	3261
B8DC	STDFONT	3262
B8DD	STDFONT	3263
B8DE	STDFONT	3264
B8DF	STDFONT	3265
B8E0	STDFONT	3266
B8E1	STDFONT	3267
B8E2	STDFONT	3268
B8E3	STDFONT	3269
B8E4	STDFONT	3270
B8E5	STDFONT	3271
B8E6	STDFONT	3272
B8E7	STDFONT	3273
B8E8	STDFONT	3274
B8E9	STDFONT	3275
B8EA	STDFONT	3276
B8EB	STDFONT	3277
B8EC	STDFONT	3278
B8ED	STDFONT	3279
B8EE	STDFONT	3280
B8EF	STDFONT	3281
B8F0	STDFONT	3282
B8F1	STDFONT	3283
B8F2	STDFONT	3284
B8F3	STDFONT	3285
B8F4	STDFONT	3286
B8F5	STDFONT	3287
B8F6	STDFONT	3288
B8F7	STDFONT	3289
B8F8	STDFONT	3290
B8F9	STDFONT	3291
B8FA	STDFONT	3292
B8FB	STDFONT	3293
B8FC	STDFONT	3294
B8FD	STDFONT	3295
B8FE	STDFONT	3296
B940	STDFONT	3297
B941	STDFONT	3298
B942	STDFONT	3299
B943	STDFONT	3300
B944	STDFONT	3301
B945	STDFONT	3302
B946	STDFONT	3303
B947	STDFONT	3304
B948	STDFONT	3305
B949	STDFONT	3306
B94A	STDFONT	3307
B94B	STDFONT	3308
B94C	STDFONT	3309
B94D	STDFONT	3310
B94E	STDFONT	3311
B94F	STDFONT	3312
B950	STDFONT	3313
B951	STDFONT	3314
B952	STDFONT	3315
B953	STDFONT	3316
B954	STDFONT	3317
B955	STDFONT	3318
B956	STDFONT	3319
B957	STDFONT	3320
B958	STDFONT	3321
B959	STDFONT	3322
B95A	STDFONT	3323
B95B	STDFONT	3324
B95C	STDFONT	3325
B95D	STDFONT	3326
B95E	STDFONT	3327
B95F	STDFONT	3328
B960	STDFONT	3329
B961	STDFONT	3330
B962	STDFONT	3331
B963	STDFONT	3332
B964	STDFONT	3333
B965	STDFONT	3334
B966	STDFONT	3335
B967	STDFONT	3336
B968	STDFONT	3337
B969	STDFONT	3338
B96A	STDFONT	3339
B96B	STDFONT	3340
B96C	STDFONT	3341
B96D	STDFONT	3342
B96E	STDFONT	3343
B96F	STDFONT	3344
B970	STDFONT	3345
B971	STDFONT	3346
B972	STDFONT	3347
B973	STDFONT	3348
B974	STDFONT	3349
B975	STDFONT	3350
B976	STDFONT	3351
B977	STDFONT	3352
B978	STDFONT	3353
B979	STDFONT	3354
B97A	STDFONT	3355
B97B	STDFONT	3356
B97C	STDFONT	3357
B97D	STDFONT	3358
B97E	STDFONT	3359
B9A1	STDFONT	3360
B9A2	STDFONT	3361
B9A3	STDFONT	3362
B9A4	STDFONT	3363
B9A5	STDFONT	3364
B9A6	STDFONT	3365
B9A7	STDFONT	3366
B9A8	STDFONT	3367
B9A9	STDFONT	3368
B9AA	STDFONT	3369
B9AB	STDFONT	3370
B9AC	STDFONT	3371
B9AD	STDFONT	3372
B9AE	STDFONT	3373
B9AF	STDFONT	3374
B9B0	STDFONT	3375
B9B1	STDFONT	3376
B9B2	STDFONT	3377
B9B3	STDFONT	3378
B9B4	STDFONT	3379
B9B5	STDFONT	3380
B9B6	STDFONT	3381
B9B7	STDFONT	3382
B9B8	STDFONT	3383
B9B9	STDFONT	3384
B9BA	STDFONT	3385
B9BB	STDFONT	3386
B9BC	STDFONT	3387
B9BD	STDFONT	3388
B9BE	STDFONT	3389
B9BF	STDFONT	3390
B9C0	STDFONT	3391
B9C1	STDFONT	3392
B9C2	STDFONT	3393
B9C3	STDFONT	3394
B9C4	STDFONT	3395
B9C5	STDFONT	3396
B9C6	STDFONT	3397
B9C7	STDFONT	3398
B9C8	STDFONT	3399
B9C9	STDFONT	3400
B9CA	STDFONT	3401
B9CB	STDFONT	3402
B9CC	STDFONT	3403
B9CD	STDFONT	3404
B9CE	STDFONT	3405
B9CF	STDFONT	3406
B9D0	STDFONT	3407
B9D1	STDFONT	3408
B9D2	STDFONT	3409
B9D3	STDFONT	3410
B9D4	STDFONT	3411
B9D5	STDFONT	3412
B9D6	STDFONT	3413
B9D7	STDFONT	3414
B9D8	STDFONT	3415
B9D9	STDFONT	3416
B9DA	STDFONT	3417
B9DB	STDFONT	3418
B9DC	STDFONT	3419
B9DD	STDFONT	3420
B9DE	STDFONT	3421
B9DF	STDFONT	3422
B9E0	STDFONT	3423
B9E1	STDFONT	3424
B9E2	STDFONT	3425
B9E3	STDFONT	3426
B9E4	STDFONT	3427
B9E5	STDFONT	3428
B9E6	STDFONT	3429
B9E7	STDFONT	3430
B9E8	STDFONT	3431
B9E9	STDFONT	3432
B9EA	STDFONT	3433
B9EB	STDFONT	3434
B9EC	STDFONT	3435
B9ED	STDFONT	3436
B9EE	STDFONT	3437
B9EF	STDFONT	3438
B9F0	STDFONT	3439
B9F1	STDFONT	3440
B9F2	STDFONT	3441
B9F3	STDFONT	3442
B9F4	STDFONT	3443
B9F5	STDFONT	3444
B9F6	STDFONT	3445
B9F7	STDFONT	3446
B9F8	STDFONT	3447
B9F9	STDFONT	3448
B9FA	STDFONT	3449
B9FB	STDFONT	3450
B9FC	STDFONT	3451
B9FD	STDFONT	3452
B9FE	STDFONT	3453
BA40	STDFONT	3454
BA41	STDFONT	3455
BA42	STDFONT	3456
BA43	STDFONT	3457
BA44	STDFONT	3458
BA45	STDFONT	3459
BA46	STDFONT	3460
BA47	STDFONT	3461
BA48	STDFONT	3462
BA49	STDFONT	3463
BA4A	STDFONT	3464
BA4B	STDFONT	3465
BA4C	STDFONT	3466
BA4D	STDFONT	3467
BA4E	STDFONT	3468
BA4F	STDFONT	3469
BA50	STDFONT	3470
BA51	STDFONT	3471
BA52	STDFONT	3472
BA53	STDFONT	3473
BA54	STDFONT	3474
BA55	STDFONT	3475
BA56	STDFONT	3476
BA57	STDFONT	3477
BA58	STDFONT	3478
BA59	STDFONT	3479
BA5A	STDFONT	3480
BA5B	STDFONT	3481
BA5C	STDFONT	3482
BA5D	STDFONT	3483
BA5E	STDFONT	3484
BA5F	STDFONT	3485
BA60	STDFONT	3486
BA61	STDFONT	3487
BA62	STDFONT	3488
BA63	STDFONT	3489
BA64	STDFONT	3490
BA65	STDFONT	3491
BA66	STDFONT	3492
BA67	STDFONT	3493
BA68	STDFONT	3494
BA69	STDFONT	3495
BA6A	STDFONT	3496
BA6B	STDFONT	3497
BA6C	STDFONT	3498
BA6D	STDFONT	3499
BA6E	STDFONT	3500
BA6F	STDFONT	3501
BA70	STDFONT	3502
BA71	STDFONT	3503
BA72	STDFONT	3504
BA73	STDFONT	3505
BA74	STDFONT	3506
BA75	STDFONT	3507
BA76	STDFONT	3508
BA77	STDFONT	3509
BA78	STDFONT	3510
BA79	STDFONT	3511
BA7A	STDFONT	3512
BA7B	STDFONT	3513
BA7C	STDFONT	3514
BA7D	STDFONT	3515
BA7E	STDFONT	3516
BAA1	STDFONT	3517
BAA2	STDFONT	3518
BAA3	STDFONT	3519
BAA4	STDFONT	3520
BAA5	STDFONT	3521
BAA6	STDFONT	3522
BAA7	STDFONT	3523
BAA8	STDFONT	3524
BAA9	STDFONT	3525
BAAA	STDFONT	3526
BAAB	STDFONT	3527
BAAC	STDFONT	3528
BAAD	STDFONT	3529
BAAE	STDFONT	3530
BAAF	STDFONT	3531
BAB0	STDFONT	3532
BAB1	STDFONT	3533
BAB2	STDFONT	3534
BAB3	STDFONT	3535
BAB4	STDFONT	3536
BAB5	STDFONT	3537
BAB6	STDFONT	3538
BAB7	STDFONT	3539
BAB8	STDFONT	3540
BAB9	STDFONT	3541
BABA	STDFONT	3542
BABB	STDFONT	3543
BABC	STDFONT	3544
BABD	STDFONT	3545
BABE	STDFONT	3546
BABF	STDFONT	3547
BAC0	STDFONT	3548
BAC1	STDFONT	3549
BAC2	STDFONT	3550
BAC3	STDFONT	3551
BAC4	STDFONT	3552
BAC5	STDFONT	3553
BAC6	STDFONT	3554
BAC7	STDFONT	3555
BAC8	STDFONT	3556
BAC9	STDFONT	3557
BACA	STDFONT	3558
BACB	STDFONT	3559
BACC	STDFONT	3560
BACD	STDFONT	3561
BACE	STDFONT	3562
BACF	STDFONT	3563
BAD0	STDFONT	3564
BAD1	STDFONT	3565
BAD2	STDFONT	3566
BAD3	STDFONT	3567
BAD4	STDFONT	3568
BAD5	STDFONT	3569
BAD6	STDFONT	3570
BAD7	STDFONT	3571
BAD8	STDFONT	3572
BAD9	STDFONT	3573
BADA	STDFONT	3574
BADB	STDFONT	3575
BADC	STDFONT	3576
BADD	STDFONT	3577
BADE	STDFONT	3578
BADF	STDFONT	3579
BAE0	STDFONT	3580
BAE1	STDFONT	3581
BAE2	STDFONT	3582
BAE3	STDFONT	3583
BAE4	STDFONT	3584
BAE5	STDFONT	3585
BAE6	STDFONT	3586
BAE7	STDFONT	3587
BAE8	STDFONT	3588
BAE9	STDFONT	3589
BAEA	STDFONT	3590
BAEB	STDFONT	3591
BAEC	STDFONT	3592
BAED	STDFONT	3593
